Category;Test Case ID;Test Case Description;PreRequisites;Steps;Test Procedures - Steps to Perform;Test Procedures - Step Expected Result;Test Case Expected Result;Actual Result;Status;Type;Note;Platform
Music Search & Playback;FT13-003;Update with SAME Score (Edge Case: Data Integrity/BR30 Logic);User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = TRUE  with  [OldScore] = 5 . Song's original  [TotalScore]  is S.;2;"(Backend) Verify transaction on ""Songs"" collection.";BR45:  NewTotalScore = S - 5 + 5 = S ,  NewRatingCount = N . (No net change);Even with the same score, the system should execute the BR45 and BR46 logic. The net total score change is zero (S - 5 + 5), and the date (BR46) and UI (BR47) are updated.;Even with the same score, the system executes the BR45 and BR46 logic. The net total score change is zero (S - 5 + 5), and the date (BR46) and UI (BR47) are updated.;Passed;Automation;BR45 (UPDATE). Edge Case: Confirms the UPDATE transaction handles same score, ensuring data integrity (net zero change to score/count) and updating the date/UI.;Frontend/Backend
Music Search & Playback;FT13-003;Update with SAME Score (Edge Case: Data Integrity/BR30 Logic);User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = TRUE  with  [OldScore] = 5 . Song's original  [TotalScore]  is S.;3;"(Backend) Verify record is updated in ""UserRatings"" collection.";BR46: Existing document updated with  [RatedDate] .;Even with the same score, the system should execute the BR45 and BR46 logic. The net total score change is zero (S - 5 + 5), and the date (BR46) and UI (BR47) are updated.;Even with the same score, the system executes the BR45 and BR46 logic. The net total score change is zero (S - 5 + 5), and the date (BR46) and UI (BR47) are updated.;Passed;Automation;BR45 (UPDATE). Edge Case: Confirms the UPDATE transaction handles same score, ensuring data integrity (net zero change to score/count) and updating the date/UI.;Frontend/Backend
Music Search & Playback;FT13-003;Update with SAME Score (Edge Case: Data Integrity/BR30 Logic);User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = TRUE  with  [OldScore] = 5 . Song's original  [TotalScore]  is S.;4;Observe the rating component and screen notification.;BR47: Selected stars highlighted, and MSG_30 displayed.;Even with the same score, the system should execute the BR45 and BR46 logic. The net total score change is zero (S - 5 + 5), and the date (BR46) and UI (BR47) are updated.;Even with the same score, the system executes the BR45 and BR46 logic. The net total score change is zero (S - 5 + 5), and the date (BR46) and UI (BR47) are updated.;Passed;Automation;BR45 (UPDATE). Edge Case: Confirms the UPDATE transaction handles same score, ensuring data integrity (net zero change to score/count) and updating the date/UI.;Frontend/Backend
Music Search & Playback;FT13-004;Initial State Check - Song is UNRATED (BR44);User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = FALSE .;1;Load Song Details Screen (or simulate initial rating load);"BR44:  [RatingStatus]  = ""NEW""";"The rating component is initialized correctly, showing no stars highlighted (BR47), reflecting the ""NEW"" status from the history check (BR44).";"The rating component is initialized correctly, showing no stars highlighted (BR47), reflecting the ""NEW"" status from the history check (BR44).";Passed;Automation;BR44 (Else) & BR47. State Initialization check for an unrated song.;Frontend
Music Search & Playback;FT13-004;Initial State Check - Song is UNRATED (BR44);User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = FALSE .;2;Observe the visual state of the rating component.;BR47: No stars highlighted (or default empty state).;"The rating component is initialized correctly, showing no stars highlighted (BR47), reflecting the ""NEW"" status from the history check (BR44).";"The rating component is initialized correctly, showing no stars highlighted (BR47), reflecting the ""NEW"" status from the history check (BR44).";Passed;Automation;BR44 (Else) & BR47. State Initialization check for an unrated song.;Frontend
Music Search & Playback;FT13-005;Initial State Check - Song is RATED (BR44);User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = TRUE  with  [OldScore] = 3 .;1;Load Song Details Screen (or simulate initial rating load);"BR44:  [RatingStatus]  = ""UPDATE"",  [OldScore]  = 3";"The rating component is initialized correctly, showing the previously submitted score (3 stars) highlighted (BR47), reflecting the ""UPDATE"" status from the history check (BR44).";"The rating component is initialized correctly, showing the previously submitted score highlighted (BR47), reflecting the ""UPDATE"" status from the history check (BR44).";Passed;Automation;BR44 (If) & BR47. State Initialization check for an already rated song.;Frontend
Music Search & Playback;FT13-005;Initial State Check - Song is RATED (BR44);User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = TRUE  with  [OldScore] = 3 .;2;Observe the visual state of the rating component.;BR47: 3 stars highlighted (matching  [OldScore] ).;"The rating component is initialized correctly, showing the previously submitted score (3 stars) highlighted (BR47), reflecting the ""UPDATE"" status from the history check (BR44).";"The rating component is initialized correctly, showing the previously submitted score highlighted (BR47), reflecting the ""UPDATE"" status from the history check (BR44).";Passed;Automation;BR44 (If) & BR47. State Initialization check for an already rated song.;Frontend
User Profile Management;FT14-001;Successful Update (Name/Bio/Phone) - No Image Change;User is logged in, Edit Profile form is open with valid OriginalData.;1;Modify Display Name and/or Bio and/or Phone Number to valid, new values. ( New Avatar  is Null);BR48: Input Validation Passes;Database is updated successfully (BR50 Else $\to$ data save), and the UI synchronizes (BR52): App memory refreshed, form closes, and MSG_34 is displayed.;Database is updated successfully (BR50 Else → data save), and the UI synchronizes (BR52): App memory refreshed, form closes, and MSG_34 is displayed.;Passed;Automation;BR50 (Else), BR52. Happy Path for data update without changing the avatar.;Frontend/Backend
User Profile Management;FT14-001;Successful Update (Name/Bio/Phone) - No Image Change;User is logged in, Edit Profile form is open with valid OriginalData.;2;"Click ""Save"" button.";BR50: Change Detection = TRUE (Proceed to data save);Database is updated successfully (BR50 Else $\to$ data save), and the UI synchronizes (BR52): App memory refreshed, form closes, and MSG_34 is displayed.;Database is updated successfully (BR50 Else → data save), and the UI synchronizes (BR52): App memory refreshed, form closes, and MSG_34 is displayed.;Passed;Automation;BR50 (Else), BR52. Happy Path for data update without changing the avatar.;Frontend/Backend
User Profile Management;FT14-001;Successful Update (Name/Bio/Phone) - No Image Change;User is logged in, Edit Profile form is open with valid OriginalData.;3;(Backend) Verify update transaction on database ( UpdateDatabase ).;BR31: Update successful;Database is updated successfully (BR50 Else $\to$ data save), and the UI synchronizes (BR52): App memory refreshed, form closes, and MSG_34 is displayed.;Database is updated successfully (BR50 Else → data save), and the UI synchronizes (BR52): App memory refreshed, form closes, and MSG_34 is displayed.;Passed;Automation;BR50 (Else), BR52. Happy Path for data update without changing the avatar.;Frontend/Backend
User Profile Management;FT14-001;Successful Update (Name/Bio/Phone) - No Image Change;User is logged in, Edit Profile form is open with valid OriginalData.;4;Observe UI.;BR52: Refresh app-wide memory, Close popup, Display MSG_34;Database is updated successfully (BR50 Else $\to$ data save), and the UI synchronizes (BR52): App memory refreshed, form closes, and MSG_34 is displayed.;Database is updated successfully (BR50 Else → data save), and the UI synchronizes (BR52): App memory refreshed, form closes, and MSG_34 is displayed.;Passed;Automation;BR50 (Else), BR52. Happy Path for data update without changing the avatar.;Frontend/Backend
User Profile Management;FT14-002;Validation: Empty DisplayName - MSG_1;Edit Profile form is open.;1;Clear the Display Name field OR replace it with only whitespace characters.;BR48: Validation Fails ( isEmpty(DisplayName) = TRUE );Validation error (MSG_1) is displayed, and the Save process is aborted. The Edit Form remains open (maintains current state).;Validation error (MSG_1) is displayed, and the Save process is aborted. The Edit Form remains open.;Passed;Automation;BR48.1. Validation Check: Ensures Name cannot be empty or whitespace.;Frontend
User Profile Management;FT14-002;Validation: Empty DisplayName - MSG_1;Edit Profile form is open.;2;"Click ""Save"" button.";Submission prevented;Validation error (MSG_1) is displayed, and the Save process is aborted. The Edit Form remains open (maintains current state).;Validation error (MSG_1) is displayed, and the Save process is aborted. The Edit Form remains open.;Passed;Automation;BR48.1. Validation Check: Ensures Name cannot be empty or whitespace.;Frontend
User Profile Management;FT14-002;Validation: Empty DisplayName - MSG_1;Edit Profile form is open.;3;Observe UI.;MSG_1 is displayed, form stays open;Validation error (MSG_1) is displayed, and the Save process is aborted. The Edit Form remains open (maintains current state).;Validation error (MSG_1) is displayed, and the Save process is aborted. The Edit Form remains open.;Passed;Automation;BR48.1. Validation Check: Ensures Name cannot be empty or whitespace.;Frontend
User Profile Management;FT14-003;Validation: Name Too Long (> 50) or Bio Too Long (> 150) - MSG_31;Edit Profile form is open.;1;Modify Display Name to be more than 50 characters (e.g., 51 chars).;BR48: Validation Fails ( length(DisplayName) > 50 );Validation error (MSG_31) is displayed, and the Save process is aborted. The Edit Form remains open. (Should also be tested for Bio $\ge 151$).;Validation error (MSG_31) is displayed, and the Save process is aborted. The Edit Form remains open.;Passed;Automation;BR48.2. Validation Check: Ensures max length limits are enforced. (Consolidates Name and Bio length checks).;Frontend
User Profile Management;FT14-003;Validation: Name Too Long (> 50) or Bio Too Long (> 150) - MSG_31;Edit Profile form is open.;2;"Click ""Save"" button.";Submission prevented;Validation error (MSG_31) is displayed, and the Save process is aborted. The Edit Form remains open. (Should also be tested for Bio $\ge 151$).;Validation error (MSG_31) is displayed, and the Save process is aborted. The Edit Form remains open.;Passed;Automation;BR48.2. Validation Check: Ensures max length limits are enforced. (Consolidates Name and Bio length checks).;Frontend
User Profile Management;FT14-004;Validation: Invalid Phone Number Format - MSG_32;Edit Profile form is open.;1;Modify Phone Number to a format that DOES NOT match the system's valid format (e.g., '12345' or letters).;BR48: Validation Fails ( isPhoneNumberValid(PhoneNumber) = FALSE );Validation error (MSG_32) is displayed, and the Save process is aborted. The Edit Form remains open.;Validation error (MSG_32) is displayed, and the Save process is aborted. The Edit Form remains open.;Passed;Automation;BR48.3. Validation Check: Ensures phone number format is correct.;Frontend
User Profile Management;FT14-004;Validation: Invalid Phone Number Format - MSG_32;Edit Profile form is open.;2;"Click ""Save"" button.";Submission prevented;Validation error (MSG_32) is displayed, and the Save process is aborted. The Edit Form remains open.;Validation error (MSG_32) is displayed, and the Save process is aborted. The Edit Form remains open.;Passed;Automation;BR48.3. Validation Check: Ensures phone number format is correct.;Frontend
User Profile Management;FT14-005;No Changes Detected - Optimization Check - MSG_24;Edit Profile form is open. Current Data (Name, Bio, Phone, Image) is the same as OriginalData.;1;Do not change any field (Name, Bio, Phone) AND do not select a new avatar ( NewAvatarSelected = FALSE ).;BR50: Change Detection = FALSE;"The system detects NO changes (BR50 If), displays the ""No changes"" message (MSG_24), and aborts the database update process. The Edit Form closes (as a consequence of abort/success).";"The system detects NO changes (BR50 If), displays the ""No changes"" message (MSG_24), and aborts the database update process. The Edit Form closes.";Passed;Automation;BR50 (If). Optimization Check: Confirms the system avoids unnecessary database writes. (Using MSG_24 as the final feedback for this aborted process).;Frontend/Backend
User Profile Management;FT14-005;No Changes Detected - Optimization Check - MSG_24;Edit Profile form is open. Current Data (Name, Bio, Phone, Image) is the same as OriginalData.;2;"Click ""Save"" button.";BR50: Display MSG_24 and Abort Database Process;"The system detects NO changes (BR50 If), displays the ""No changes"" message (MSG_24), and aborts the database update process. The Edit Form closes (as a consequence of abort/success).";"The system detects NO changes (BR50 If), displays the ""No changes"" message (MSG_24), and aborts the database update process. The Edit Form closes.";Passed;Automation;BR50 (If). Optimization Check: Confirms the system avoids unnecessary database writes. (Using MSG_24 as the final feedback for this aborted process).;Frontend/Backend
User Profile Management;FT14-006;Avatar Update Successful (Upload, Set URL, Delete Old);Edit Profile form is open. Playlist has an  [OldPhotoURL]  (for cleanup check).;1;Select a new, valid profile picture ( NewImageFile ).;BR51.1: Upload successful;The new image is successfully uploaded, the  [PhotoURL]  is set to the new link, the old image is deleted (BR51 Success), and the UI synchronizes (BR52) with MSG_34.;The new image is successfully uploaded, the [PhotoURL] is set to the new link, the old image is deleted (BR51 Success), and the UI synchronizes (BR52) with MSG_34.;Passed;Automation;BR51 (Success) & BR52. Full flow for image update. Assumes successful file type/size validation (implied from FT06 image checks).;Frontend/Backend
User Profile Management;FT14-006;Avatar Update Successful (Upload, Set URL, Delete Old);Edit Profile form is open. Playlist has an  [OldPhotoURL]  (for cleanup check).;2;"Click ""Save"" button.";BR51.2:  Set [PhotoURL] = GeneratedDownloadURL  &  DeleteOldFile ;The new image is successfully uploaded, the  [PhotoURL]  is set to the new link, the old image is deleted (BR51 Success), and the UI synchronizes (BR52) with MSG_34.;The new image is successfully uploaded, the [PhotoURL] is set to the new link, the old image is deleted (BR51 Success), and the UI synchronizes (BR52) with MSG_34.;Passed;Automation;BR51 (Success) & BR52. Full flow for image update. Assumes successful file type/size validation (implied from FT06 image checks).;Frontend/Backend
User Profile Management;FT14-006;Avatar Update Successful (Upload, Set URL, Delete Old);Edit Profile form is open. Playlist has an  [OldPhotoURL]  (for cleanup check).;3;(Backend) Verify old file deletion and new URL persistence in user document.;BR51.2: Deletion successful;The new image is successfully uploaded, the  [PhotoURL]  is set to the new link, the old image is deleted (BR51 Success), and the UI synchronizes (BR52) with MSG_34.;The new image is successfully uploaded, the [PhotoURL] is set to the new link, the old image is deleted (BR51 Success), and the UI synchronizes (BR52) with MSG_34.;Passed;Automation;BR51 (Success) & BR52. Full flow for image update. Assumes successful file type/size validation (implied from FT06 image checks).;Frontend/Backend
User Profile Management;FT14-006;Avatar Update Successful (Upload, Set URL, Delete Old);Edit Profile form is open. Playlist has an  [OldPhotoURL]  (for cleanup check).;4;Observe UI.;BR52: Refresh app-wide memory, Close popup, Display MSG_34;The new image is successfully uploaded, the  [PhotoURL]  is set to the new link, the old image is deleted (BR51 Success), and the UI synchronizes (BR52) with MSG_34.;The new image is successfully uploaded, the [PhotoURL] is set to the new link, the old image is deleted (BR51 Success), and the UI synchronizes (BR52) with MSG_34.;Passed;Automation;BR51 (Success) & BR52. Full flow for image update. Assumes successful file type/size validation (implied from FT06 image checks).;Frontend/Backend
User Profile Management;FT14-007;Avatar Update Failed (Upload/Storage Error) - MSG_33;Edit Profile form is open. Select a new, valid file.;1;Select a new, valid profile picture.;BR51.1: Upload process started;"The image upload fails due to a system/network error (BR51 Else), and the ""Upload failed"" message (MSG_33) is displayed, and the update process is aborted. The form remains open.";"The image upload fails due to a system/network error (BR51 Else), and the ""Upload failed"" message (MSG_33) is displayed, and the update process is aborted.";Passed;System;BR51 (Else). Failure Check: Confirms robust error handling for upload/storage failure. (Form should ideally remain open so user can retry).;Frontend/Backend
User Profile Management;FT14-007;Avatar Update Failed (Upload/Storage Error) - MSG_33;Edit Profile form is open. Select a new, valid file.;2;"Click ""Save"" button.";BR51.2: Upload fails ( Upload = SUCCESS  is FALSE);"The image upload fails due to a system/network error (BR51 Else), and the ""Upload failed"" message (MSG_33) is displayed, and the update process is aborted. The form remains open.";"The image upload fails due to a system/network error (BR51 Else), and the ""Upload failed"" message (MSG_33) is displayed, and the update process is aborted.";Passed;System;BR51 (Else). Failure Check: Confirms robust error handling for upload/storage failure. (Form should ideally remain open so user can retry).;Frontend/Backend
User Profile Management;FT14-007;Avatar Update Failed (Upload/Storage Error) - MSG_33;Edit Profile form is open. Select a new, valid file.;3;Observe UI.;MSG_33 is displayed and aborts;"The image upload fails due to a system/network error (BR51 Else), and the ""Upload failed"" message (MSG_33) is displayed, and the update process is aborted. The form remains open.";"The image upload fails due to a system/network error (BR51 Else), and the ""Upload failed"" message (MSG_33) is displayed, and the update process is aborted.";Passed;System;BR51 (Else). Failure Check: Confirms robust error handling for upload/storage failure. (Form should ideally remain open so user can retry).;Frontend/Backend
